,政黨,得票數,得票率,縣市,區
6422,台澎黨,34,0.1757,宜蘭縣,員山鄉
6423,國會政黨聯盟,28,0.1447,宜蘭縣,員山鄉
6424,台灣團結聯盟,124,0.6409,宜蘭縣,員山鄉
6427,合一行動聯盟,17,0.0521,宜蘭縣,冬山鄉
6428,中華統一促進黨,84,0.2572,宜蘭縣,冬山鄉
6429,親民黨,921,2.8201,宜蘭縣,冬山鄉
6430,安定力量,184,0.5634,宜蘭縣,冬山鄉
6431,台灣基進,787,2.4098,宜蘭縣,冬山鄉
6432,時代力量,2870,8.7880,宜蘭縣,冬山鄉
6433,新黨,164,0.5022,宜蘭縣,冬山鄉
6434,喜樂島聯盟,49,0.1500,宜蘭縣,冬山鄉
6435,中國國民黨,7463,22.8520,宜蘭縣,冬山鄉
6436,一邊一國行動黨,278,0.8512,宜蘭縣,冬山鄉
6437,勞動黨,71,0.2174,宜蘭縣,冬山鄉
6438,綠黨,709,2.1710,宜蘭縣,冬山鄉
6439,宗教聯盟,64,0.1960,宜蘭縣,冬山鄉
6440,民主進步黨,15044,46.0653,宜蘭縣,冬山鄉
6441,台灣民眾黨,3677,11.2591,宜蘭縣,冬山鄉
6442,台灣維新,30,0.0919,宜蘭縣,冬山鄉
6443,台澎黨,38,0.1164,宜蘭縣,冬山鄉
6444,國會政黨聯盟,56,0.1715,宜蘭縣,冬山鄉
6445,台灣團結聯盟,152,0.4654,宜蘭縣,冬山鄉
6448,合一行動聯盟,29,0.1166,宜蘭縣,五結鄉
6449,中華統一促進黨,63,0.2534,宜蘭縣,五結鄉
6450,親民黨,767,3.0848,宜蘭縣,五結鄉
6451,安定力量,139,0.5590,宜蘭縣,五結鄉
6452,台灣基進,606,2.4373,宜蘭縣,五結鄉
6453,時代力量,2272,9.1377,宜蘭縣,五結鄉
6454,新黨,126,0.5068,宜蘭縣,五結鄉
6455,喜樂島聯盟,48,0.1931,宜蘭縣,五結鄉
6456,中國國民黨,5983,24.0629,宜蘭縣,五結鄉
6457,一邊一國行動黨,198,0.7963,宜蘭縣,五結鄉
6458,勞動黨,45,0.1810,宜蘭縣,五結鄉
6459,綠黨,522,2.0994,宜蘭縣,五結鄉
6460,宗教聯盟,62,0.2494,宜蘭縣,五結鄉
6461,民主進步黨,11026,44.3452,宜蘭縣,五結鄉
6462,台灣民眾黨,2811,11.3055,宜蘭縣,五結鄉
6463,台灣維新,15,0.0603,宜蘭縣,五結鄉
6464,台澎黨,29,0.1166,宜蘭縣,五結鄉
6465,國會政黨聯盟,34,0.1367,宜蘭縣,五結鄉
6466,台灣團結聯盟,89,0.3579,宜蘭縣,五結鄉
6469,合一行動聯盟,15,0.1162,宜蘭縣,三星鄉
6470,中華統一促進黨,26,0.2014,宜蘭縣,三星鄉
6471,親民黨,383,2.9662,宜蘭縣,三星鄉
6472,安定力量,83,0.6428,宜蘭縣,三星鄉
6473,台灣基進,295,2.2847,宜蘭縣,三星鄉
6474,時代力量,895,6.9315,宜蘭縣,三星鄉
6475,新黨,73,0.5654,宜蘭縣,三星鄉
6476,喜樂島聯盟,22,0.1704,宜蘭縣,三星鄉
6477,中國國民黨,3396,26.3011,宜蘭縣,三星鄉
6478,一邊一國行動黨,147,1.1385,宜蘭縣,三星鄉
6479,勞動黨,35,0.2711,宜蘭縣,三星鄉
6480,綠黨,264,2.0446,宜蘭縣,三星鄉
6481,宗教聯盟,30,0.2323,宜蘭縣,三星鄉
6482,民主進步黨,5928,45.9108,宜蘭縣,三星鄉
6483,台灣民眾黨,1209,9.3634,宜蘭縣,三星鄉
6484,台灣維新,8,0.0620,宜蘭縣,三星鄉
6485,台澎黨,22,0.1704,宜蘭縣,三星鄉
6486,國會政黨聯盟,24,0.1859,宜蘭縣,三星鄉
6487,台灣團結聯盟,57,0.4414,宜蘭縣,三星鄉
6490,合一行動聯盟,6,0.1819,宜蘭縣,大同鄉
6491,中華統一促進黨,11,0.3335,宜蘭縣,大同鄉
6492,親民黨,153,4.6392,宜蘭縣,大同鄉
6493,安定力量,62,1.8799,宜蘭縣,大同鄉
6494,台灣基進,19,0.5761,宜蘭縣,大同鄉
6495,時代力量,103,3.1231,宜蘭縣,大同鄉
6496,新黨,29,0.8793,宜蘭縣,大同鄉
6497,喜樂島聯盟,6,0.1819,宜蘭縣,大同鄉
6498,中國國民黨,2322,70.4063,宜蘭縣,大同鄉
6499,一邊一國行動黨,19,0.5761,宜蘭縣,大同鄉
6500,勞動黨,5,0.1516,宜蘭縣,大同鄉
6501,綠黨,22,0.6671,宜蘭縣,大同鄉
6502,宗教聯盟,12,0.3639,宜蘭縣,大同鄉
6503,民主進步黨,395,11.9770,宜蘭縣,大同鄉
6504,台灣民眾黨,97,2.9412,宜蘭縣,大同鄉
6505,台灣維新,2,0.0606,宜蘭縣,大同鄉
6506,台澎黨,11,0.3335,宜蘭縣,大同鄉
6507,國會政黨聯盟,6,0.1819,宜蘭縣,大同鄉
6508,台灣團結聯盟,18,0.5458,宜蘭縣,大同鄉
6511,合一行動聯盟,4,0.1288,宜蘭縣,南澳鄉
6512,中華統一促進黨,36,1.1590,宜蘭縣,南澳鄉
6513,親民黨,63,2.0283,宜蘭縣,南澳鄉
6514,安定力量,10,0.3220,宜蘭縣,南澳鄉
6515,台灣基進,24,0.7727,宜蘭縣,南澳鄉
6516,時代力量,47,1.5132,宜蘭縣,南澳鄉
6517,新黨,15,0.4829,宜蘭縣,南澳鄉
6518,喜樂島聯盟,3,0.0966,宜蘭縣,南澳鄉
6519,中國國民黨,2480,79.8455,宜蘭縣,南澳鄉
6520,一邊一國行動黨,15,0.4829,宜蘭縣,南澳鄉
6521,勞動黨,6,0.1932,宜蘭縣,南澳鄉
6522,綠黨,19,0.6117,宜蘭縣,南澳鄉
6523,宗教聯盟,3,0.0966,宜蘭縣,南澳鄉
6524,民主進步黨,269,8.6607,宜蘭縣,南澳鄉
6525,台灣民眾黨,87,2.8010,宜蘭縣,南澳鄉
6526,台灣維新,1,0.0322,宜蘭縣,南澳鄉
6527,台澎黨,2,0.0644,宜蘭縣,南澳鄉
6528,國會政黨聯盟,15,0.4829,宜蘭縣,南澳鄉
6529,台灣團結聯盟,7,0.2254,宜蘭縣,南澳鄉
6532,合一行動聯盟,53,0.0899,花蓮縣,花蓮市
6533,中華統一促進黨,156,0.2645,花蓮縣,花蓮市
6534,親民黨,2046,3.4694,花蓮縣,花蓮市
6535,安定力量,559,0.9479,花蓮縣,花蓮市
6536,台灣基進,1266,2.1467,花蓮縣,花蓮市
6537,時代力量,3843,6.5165,花蓮縣,花蓮市
6538,新黨,850,1.4413,花蓮縣,花蓮市
6539,喜樂島聯盟,120,0.2035,花蓮縣,花蓮市
6540,中國國民黨,29385,49.8279,花蓮縣,花蓮市
6541,一邊一國行動黨,186,0.3154,花蓮縣,花蓮市
6542,勞動黨,51,0.0865,花蓮縣,花蓮市
6543,綠黨,1300,2.2044,花蓮縣,花蓮市
6544,宗教聯盟,84,0.1424,花蓮縣,花蓮市
6545,民主進步黨,13178,22.3458,花蓮縣,花蓮市
6546,台灣民眾黨,5536,9.3873,花蓮縣,花蓮市
6547,台灣維新,39,0.0661,花蓮縣,花蓮市
6548,台澎黨,26,0.0441,花蓮縣,花蓮市
6549,國會政黨聯盟,132,0.2238,花蓮縣,花蓮市
6550,台灣團結聯盟,163,0.2764,花蓮縣,花蓮市
6553,合一行動聯盟,14,0.2205,花蓮縣,鳳林鎮
6554,中華統一促進黨,26,0.4094,花蓮縣,鳳林鎮
6555,親民黨,174,2.7402,花蓮縣,鳳林鎮
6556,安定力量,38,0.5984,花蓮縣,鳳林鎮
6557,台灣基進,83,1.3071,花蓮縣,鳳林鎮
6558,時代力量,317,4.9921,花蓮縣,鳳林鎮
6559,新黨,51,0.8031,花蓮縣,鳳林鎮
6560,喜樂島聯盟,5,0.0787,花蓮縣,鳳林鎮
6561,中國國民黨,3663,57.6850,花蓮縣,鳳林鎮
6562,一邊一國行動黨,17,0.2677,花蓮縣,鳳林鎮
6563,勞動黨,12,0.1890,花蓮縣,鳳林鎮
6564,綠黨,79,1.2441,花蓮縣,鳳林鎮
6565,宗教聯盟,9,0.1417,花蓮縣,鳳林鎮
6566,民主進步黨,1457,22.9449,花蓮縣,鳳林鎮
6567,台灣民眾黨,343,5.4016,花蓮縣,鳳林鎮
6568,台灣維新,10,0.1575,花蓮縣,鳳林鎮
6569,台澎黨,5,0.0787,花蓮縣,鳳林鎮
6570,國會政黨聯盟,11,0.1732,花蓮縣,鳳林鎮
6571,台灣團結聯盟,36,0.5669,花蓮縣,鳳林鎮
6574,合一行動聯盟,49,0.4271,花蓮縣,玉里鎮
6575,中華統一促進黨,85,0.7408,花蓮縣,玉里鎮
6576,親民黨,353,3.0765,花蓮縣,玉里鎮
6577,安定力量,82,0.7147,花蓮縣,玉里鎮
6578,台灣基進,181,1.5775,花蓮縣,玉里鎮
6579,時代力量,547,4.7673,花蓮縣,玉里鎮
6580,新黨,92,0.8018,花蓮縣,玉里鎮
6581,喜樂島聯盟,34,0.2963,花蓮縣,玉里鎮
6582,中國國民黨,6739,58.7328,花蓮縣,玉里鎮
6583,一邊一國行動黨,28,0.2440,花蓮縣,玉里鎮
6584,勞動黨,29,0.2527,花蓮縣,玉里鎮
6585,綠黨,151,1.3160,花蓮縣,玉里鎮
6586,宗教聯盟,23,0.2005,花蓮縣,玉里鎮
6587,民主進步黨,2328,20.2893,花蓮縣,玉里鎮
6588,台灣民眾黨,640,5.5778,花蓮縣,玉里鎮
6589,台灣維新,12,0.1046,花蓮縣,玉里鎮
6590,台澎黨,8,0.0697,花蓮縣,玉里鎮
6591,國會政黨聯盟,8,0.0697,花蓮縣,玉里鎮
6592,台灣團結聯盟,85,0.7408,花蓮縣,玉里鎮
6595,合一行動聯盟,14,0.1236,花蓮縣,新城鄉
6596,中華統一促進黨,42,0.3709,花蓮縣,新城鄉
6597,親民黨,432,3.8149,花蓮縣,新城鄉
6598,安定力量,76,0.6711,花蓮縣,新城鄉
6599,台灣基進,194,1.7132,花蓮縣,新城鄉
6600,時代力量,584,5.1572,花蓮縣,新城鄉
6601,新黨,84,0.7418,花蓮縣,新城鄉
6602,喜樂島聯盟,18,0.1590,花蓮縣,新城鄉
6603,中國國民黨,6358,56.1462,花蓮縣,新城鄉
6604,一邊一國行動黨,31,0.2738,花蓮縣,新城鄉
6605,勞動黨,18,0.1590,花蓮縣,新城鄉
6606,綠黨,142,1.2540,花蓮縣,新城鄉
6607,宗教聯盟,20,0.1766,花蓮縣,新城鄉
6608,民主進步黨,2312,20.4168,花蓮縣,新城鄉
6609,台灣民眾黨,915,8.0802,花蓮縣,新城鄉
6610,台灣維新,11,0.0971,花蓮縣,新城鄉
6611,台澎黨,9,0.0795,花蓮縣,新城鄉
6612,國會政黨聯盟,22,0.1943,花蓮縣,新城鄉
6613,台灣團結聯盟,42,0.3709,花蓮縣,新城鄉
6616,合一行動聯盟,65,0.1314,花蓮縣,吉安鄉
6617,中華統一促進黨,223,0.4508,花蓮縣,吉安鄉
6618,親民黨,1777,3.5919,花蓮縣,吉安鄉
6619,安定力量,357,0.7216,花蓮縣,吉安鄉
6620,台灣基進,901,1.8212,花蓮縣,吉安鄉
6621,時代力量,3094,6.2540,花蓮縣,吉安鄉
6622,新黨,595,1.2027,花蓮縣,吉安鄉
6623,喜樂島聯盟,76,0.1536,花蓮縣,吉安鄉
6624,中國國民黨,25470,51.4837,花蓮縣,吉安鄉
6625,一邊一國行動黨,121,0.2446,花蓮縣,吉安鄉
6626,勞動黨,48,0.0970,花蓮縣,吉安鄉
6627,綠黨,978,1.9769,花蓮縣,吉安鄉
6628,宗教聯盟,103,0.2082,花蓮縣,吉安鄉
6629,民主進步黨,10960,22.1539,花蓮縣,吉安鄉
6630,台灣民眾黨,4398,8.8899,花蓮縣,吉安鄉
6631,台灣維新,26,0.0526,花蓮縣,吉安鄉
6632,台澎黨,23,0.0465,花蓮縣,吉安鄉
6633,國會政黨聯盟,115,0.2325,花蓮縣,吉安鄉
6634,台灣團結聯盟,142,0.2870,花蓮縣,吉安鄉
6637,合一行動聯盟,23,0.2243,花蓮縣,壽豐鄉
6638,中華統一促進黨,56,0.5462,花蓮縣,壽豐鄉
6639,親民黨,280,2.7312,花蓮縣,壽豐鄉
6640,安定力量,74,0.7218,花蓮縣,壽豐鄉
6641,台灣基進,158,1.5412,花蓮縣,壽豐鄉
6642,時代力量,496,4.8381,花蓮縣,壽豐鄉
6643,新黨,106,1.0339,花蓮縣,壽豐鄉
6644,喜樂島聯盟,33,0.3219,花蓮縣,壽豐鄉
6645,中國國民黨,5685,55.4526,花蓮縣,壽豐鄉
6646,一邊一國行動黨,27,0.2634,花蓮縣,壽豐鄉
6647,勞動黨,22,0.2146,花蓮縣,壽豐鄉
6648,綠黨,140,1.3656,花蓮縣,壽豐鄉
6649,宗教聯盟,27,0.2634,花蓮縣,壽豐鄉
6650,民主進步黨,2376,23.1760,花蓮縣,壽豐鄉
6651,台灣民眾黨,639,6.2329,花蓮縣,壽豐鄉
6652,台灣維新,20,0.1951,花蓮縣,壽豐鄉
6653,台澎黨,6,0.0585,花蓮縣,壽豐鄉
6654,國會政黨聯盟,29,0.2829,花蓮縣,壽豐鄉
6655,台灣團結聯盟,55,0.5365,花蓮縣,壽豐鄉
6658,合一行動聯盟,29,0.4275,花蓮縣,光復鄉
6659,中華統一促進黨,51,0.7519,花蓮縣,光復鄉
6660,親民黨,209,3.0812,花蓮縣,光復鄉
6661,安定力量,54,0.7961,花蓮縣,光復鄉
6662,台灣基進,99,1.4595,花蓮縣,光復鄉
6663,時代力量,269,3.9658,花蓮縣,光復鄉
6664,新黨,54,0.7961,花蓮縣,光復鄉
6665,喜樂島聯盟,14,0.2064,花蓮縣,光復鄉
6666,中國國民黨,4269,62.9368,花蓮縣,光復鄉
6667,一邊一國行動黨,23,0.3391,花蓮縣,光復鄉
6668,勞動黨,17,0.2506,花蓮縣,光復鄉
6669,綠黨,71,1.0467,花蓮縣,光復鄉
6670,宗教聯盟,12,0.1769,花蓮縣,光復鄉
6671,民主進步黨,1227,18.0893,花蓮縣,光復鄉
6672,台灣民眾黨,318,4.6882,花蓮縣,光復鄉
6673,台灣維新,13,0.1917,花蓮縣,光復鄉
6674,台澎黨,6,0.0885,花蓮縣,光復鄉
6675,國會政黨聯盟,11,0.1622,花蓮縣,光復鄉
6676,台灣團結聯盟,37,0.5455,花蓮縣,光復鄉
6679,合一行動聯盟,12,0.5658,花蓮縣,豐濱鄉
6680,中華統一促進黨,23,1.0844,花蓮縣,豐濱鄉
6681,親民黨,60,2.8289,花蓮縣,豐濱鄉
6682,安定力量,19,0.8958,花蓮縣,豐濱鄉
6683,台灣基進,18,0.8487,花蓮縣,豐濱鄉
6684,時代力量,56,2.6403,花蓮縣,豐濱鄉
6685,新黨,8,0.3772,花蓮縣,豐濱鄉
6686,喜樂島聯盟,3,0.1414,花蓮縣,豐濱鄉
6687,中國國民黨,1431,67.4682,花蓮縣,豐濱鄉
6688,一邊一國行動黨,11,0.5186,花蓮縣,豐濱鄉
6689,勞動黨,4,0.1886,花蓮縣,豐濱鄉
6690,綠黨,24,1.1315,花蓮縣,豐濱鄉
6691,宗教聯盟,3,0.1414,花蓮縣,豐濱鄉
6692,民主進步黨,349,16.4545,花蓮縣,豐濱鄉
6693,台灣民眾黨,83,3.9132,花蓮縣,豐濱鄉
6694,台灣維新,3,0.1414,花蓮縣,豐濱鄉
6695,台澎黨,0,0.0000,花蓮縣,豐濱鄉
6696,國會政黨聯盟,2,0.0943,花蓮縣,豐濱鄉
6697,台灣團結聯盟,12,0.5658,花蓮縣,豐濱鄉
6700,合一行動聯盟,27,0.4581,花蓮縣,瑞穗鄉
6701,中華統一促進黨,30,0.5090,花蓮縣,瑞穗鄉
6702,親民黨,159,2.6977,花蓮縣,瑞穗鄉
6703,安定力量,37,0.6278,花蓮縣,瑞穗鄉
6704,台灣基進,106,1.7984,花蓮縣,瑞穗鄉
6705,時代力量,290,4.9203,花蓮縣,瑞穗鄉
6706,新黨,38,0.6447,花蓮縣,瑞穗鄉
6707,喜樂島聯盟,17,0.2884,花蓮縣,瑞穗鄉
6708,中國國民黨,3488,59.1788,花蓮縣,瑞穗鄉
6709,一邊一國行動黨,11,0.1866,花蓮縣,瑞穗鄉
6710,勞動黨,14,0.2375,花蓮縣,瑞穗鄉
6711,綠黨,57,0.9671,花蓮縣,瑞穗鄉
6712,宗教聯盟,34,0.5769,花蓮縣,瑞穗鄉
6713,民主進步黨,1237,20.9874,花蓮縣,瑞穗鄉
6714,台灣民眾黨,300,5.0899,花蓮縣,瑞穗鄉
6715,台灣維新,5,0.0848,花蓮縣,瑞穗鄉
6716,台澎黨,6,0.1018,花蓮縣,瑞穗鄉
6717,國會政黨聯盟,11,0.1866,花蓮縣,瑞穗鄉
6718,台灣團結聯盟,27,0.4581,花蓮縣,瑞穗鄉
6721,合一行動聯盟,13,0.2656,花蓮縣,富里鄉
6722,中華統一促進黨,30,0.6129,花蓮縣,富里鄉
6723,親民黨,139,2.8396,花蓮縣,富里鄉
6724,安定力量,15,0.3064,花蓮縣,富里鄉
6725,台灣基進,68,1.3892,花蓮縣,富里鄉
6726,時代力量,153,3.1256,花蓮縣,富里鄉
6727,新黨,49,1.0010,花蓮縣,富里鄉
6728,喜樂島聯盟,5,0.1021,花蓮縣,富里鄉
6729,中國國民黨,2902,59.2850,花蓮縣,富里鄉
6730,一邊一國行動黨,14,0.2860,花蓮縣,富里鄉
6731,勞動黨,8,0.1634,花蓮縣,富里鄉
6732,綠黨,60,1.2257,花蓮縣,富里鄉
6733,宗教聯盟,12,0.2451,花蓮縣,富里鄉
6734,民主進步黨,1080,22.0633,花蓮縣,富里鄉
6735,台灣民眾黨,250,5.1073,花蓮縣,富里鄉
6736,台灣維新,31,0.6333,花蓮縣,富里鄉
6737,台澎黨,11,0.2247,花蓮縣,富里鄉
6738,國會政黨聯盟,15,0.3064,花蓮縣,富里鄉
6739,台灣團結聯盟,40,0.8172,花蓮縣,富里鄉
6742,合一行動聯盟,30,0.3723,花蓮縣,秀林鄉
6743,中華統一促進黨,48,0.5958,花蓮縣,秀林鄉
6744,親民黨,222,2.7554,花蓮縣,秀林鄉
6745,安定力量,81,1.0053,花蓮縣,秀林鄉
6746,台灣基進,62,0.7695,花蓮縣,秀林鄉
6747,時代力量,283,3.5125,花蓮縣,秀林鄉
6748,新黨,56,0.6950,花蓮縣,秀林鄉
6749,喜樂島聯盟,26,0.3227,花蓮縣,秀林鄉
6750,中國國民黨,5462,67.7920,花蓮縣,秀林鄉
6751,一邊一國行動黨,36,0.4468,花蓮縣,秀林鄉
6752,勞動黨,17,0.2110,花蓮縣,秀林鄉
6753,綠黨,77,0.9557,花蓮縣,秀林鄉
6754,宗教聯盟,20,0.2482,花蓮縣,秀林鄉
6755,民主進步黨,1199,14.8815,花蓮縣,秀林鄉
6756,台灣民眾黨,352,4.3689,花蓮縣,秀林鄉
6757,台灣維新,3,0.0372,花蓮縣,秀林鄉
6758,台澎黨,11,0.1365,花蓮縣,秀林鄉
6759,國會政黨聯盟,14,0.1738,花蓮縣,秀林鄉
6760,台灣團結聯盟,58,0.7199,花蓮縣,秀林鄉
6763,合一行動聯盟,5,0.1628,花蓮縣,萬榮鄉
6764,中華統一促進黨,6,0.1953,花蓮縣,萬榮鄉
6765,親民黨,64,2.0833,花蓮縣,萬榮鄉
6766,安定力量,46,1.4974,花蓮縣,萬榮鄉
6767,台灣基進,31,1.0091,花蓮縣,萬榮鄉
6768,時代力量,101,3.2878,花蓮縣,萬榮鄉
6769,新黨,18,0.5859,花蓮縣,萬榮鄉
6770,喜樂島聯盟,13,0.4232,花蓮縣,萬榮鄉
6771,中國國民黨,2222,72.3307,花蓮縣,萬榮鄉
6772,一邊一國行動黨,13,0.4232,花蓮縣,萬榮鄉
6773,勞動黨,15,0.4883,花蓮縣,萬榮鄉
6774,綠黨,39,1.2695,花蓮縣,萬榮鄉
6775,宗教聯盟,2,0.0651,花蓮縣,萬榮鄉
6776,民主進步黨,367,11.9466,花蓮縣,萬榮鄉
6777,台灣民眾黨,99,3.2227,花蓮縣,萬榮鄉
6778,台灣維新,1,0.0326,花蓮縣,萬榮鄉
6779,台澎黨,4,0.1302,花蓮縣,萬榮鄉
6780,國會政黨聯盟,7,0.2279,花蓮縣,萬榮鄉
6781,台灣團結聯盟,19,0.6185,花蓮縣,萬榮鄉
6784,合一行動聯盟,3,0.1078,花蓮縣,卓溪鄉
6785,中華統一促進黨,19,0.6830,花蓮縣,卓溪鄉
6786,親民黨,57,2.0489,花蓮縣,卓溪鄉
6787,安定力量,25,0.8986,花蓮縣,卓溪鄉
6788,台灣基進,18,0.6470,花蓮縣,卓溪鄉
6789,時代力量,81,2.9116,花蓮縣,卓溪鄉
6790,新黨,32,1.1503,花蓮縣,卓溪鄉
6791,喜樂島聯盟,12,0.4313,花蓮縣,卓溪鄉
6792,中國國民黨,2123,76.3120,花蓮縣,卓溪鄉
6793,一邊一國行動黨,5,0.1797,花蓮縣,卓溪鄉
6794,勞動黨,7,0.2516,花蓮縣,卓溪鄉
6795,綠黨,28,1.0065,花蓮縣,卓溪鄉
6796,宗教聯盟,6,0.2157,花蓮縣,卓溪鄉
6797,民主進步黨,260,9.3458,花蓮縣,卓溪鄉
6798,台灣民眾黨,85,3.0554,花蓮縣,卓溪鄉
6799,台灣維新,2,0.0719,花蓮縣,卓溪鄉
6800,台澎黨,3,0.1078,花蓮縣,卓溪鄉
6801,國會政黨聯盟,4,0.1438,花蓮縣,卓溪鄉
6802,台灣團結聯盟,12,0.4313,花蓮縣,卓溪鄉
6805,合一行動聯盟,112,0.1947,臺東縣,臺東市
6806,中華統一促進黨,148,0.2573,臺東縣,臺東市
6807,親民黨,1807,3.1412,臺東縣,臺東市
6808,安定力量,423,0.7353,臺東縣,臺東市
6809,台灣基進,1463,2.5432,臺東縣,臺東市
6810,時代力量,3389,5.8914,臺東縣,臺東市
6811,新黨,493,0.8570,臺東縣,臺東市
6812,喜樂島聯盟,126,0.2190,臺東縣,臺東市
6813,中國國民黨,27748,48.2364,臺東縣,臺東市
6814,一邊一國行動黨,213,0.3703,臺東縣,臺東市
6815,勞動黨,75,0.1304,臺東縣,臺東市
6816,綠黨,1013,1.7610,臺東縣,臺東市
6817,宗教聯盟,304,0.5285,臺東縣,臺東市
6818,民主進步黨,14600,25.3803,臺東縣,臺東市
6819,台灣民眾黨,5137,8.9300,臺東縣,臺東市
6820,台灣維新,48,0.0834,臺東縣,臺東市
6821,台澎黨,38,0.0661,臺東縣,臺東市
6822,國會政黨聯盟,182,0.3164,臺東縣,臺東市
6823,台灣團結聯盟,206,0.3581,臺東縣,臺東市
6826,合一行動聯盟,19,0.2882,臺東縣,成功鎮
6827,中華統一促進黨,34,0.5158,臺東縣,成功鎮
6828,親民黨,200,3.0340,臺東縣,成功鎮
6829,安定力量,33,0.5006,臺東縣,成功鎮
6830,台灣基進,101,1.5322,臺東縣,成功鎮
6831,時代力量,270,4.0959,臺東縣,成功鎮
6832,新黨,36,0.5461,臺東縣,成功鎮
6833,喜樂島聯盟,16,0.2427,臺東縣,成功鎮
6834,中國國民黨,4235,64.2445,臺東縣,成功鎮
6835,一邊一國行動黨,29,0.4399,臺東縣,成功鎮
6836,勞動黨,20,0.3034,臺東縣,成功鎮
6837,綠黨,72,1.0922,臺東縣,成功鎮
6838,宗教聯盟,21,0.3186,臺東縣,成功鎮
6839,民主進步黨,1206,18.2949,臺東縣,成功鎮
6840,台灣民眾黨,243,3.6863,臺東縣,成功鎮
6841,台灣維新,14,0.2124,臺東縣,成功鎮
6842,台澎黨,8,0.1214,臺東縣,成功鎮
6843,國會政黨聯盟,8,0.1214,臺東縣,成功鎮
6844,台灣團結聯盟,27,0.4096,臺東縣,成功鎮
6847,合一行動聯盟,14,0.3147,臺東縣,關山鎮
6848,中華統一促進黨,17,0.3822,臺東縣,關山鎮
6849,親民黨,158,3.5522,臺東縣,關山鎮
6850,安定力量,32,0.7194,臺東縣,關山鎮
6851,台灣基進,64,1.4388,臺東縣,關山鎮
6852,時代力量,196,4.4065,臺東縣,關山鎮
6853,新黨,28,0.6295,臺東縣,關山鎮
6854,喜樂島聯盟,7,0.1574,臺東縣,關山鎮
6855,中國國民黨,2427,54.5638,臺東縣,關山鎮
6856,一邊一國行動黨,17,0.3822,臺東縣,關山鎮
6857,勞動黨,12,0.2698,臺東縣,關山鎮
6858,綠黨,64,1.4388,臺東縣,關山鎮
6859,宗教聯盟,15,0.3372,臺東縣,關山鎮
6860,民主進步黨,1092,24.5504,臺東縣,關山鎮
6861,台灣民眾黨,261,5.8678,臺東縣,關山鎮
6862,台灣維新,4,0.0899,臺東縣,關山鎮
6863,台澎黨,3,0.0674,臺東縣,關山鎮
6864,國會政黨聯盟,11,0.2473,臺東縣,關山鎮
6865,台灣團結聯盟,26,0.5845,臺東縣,關山鎮
6868,合一行動聯盟,25,0.2690,臺東縣,卑南鄉
6869,中華統一促進黨,42,0.4519,臺東縣,卑南鄉
6870,親民黨,270,2.9048,臺東縣,卑南鄉
6871,安定力量,72,0.7746,臺東縣,卑南鄉
6872,台灣基進,212,2.2808,臺東縣,卑南鄉
6873,時代力量,401,4.3141,臺東縣,卑南鄉
6874,新黨,69,0.7423,臺東縣,卑南鄉
6875,喜樂島聯盟,32,0.3443,臺東縣,卑南鄉
6876,中國國民黨,4791,51.5438,臺東縣,卑南鄉
6877,一邊一國行動黨,49,0.5272,臺東縣,卑南鄉
6878,勞動黨,20,0.2152,臺東縣,卑南鄉
6879,綠黨,134,1.4416,臺東縣,卑南鄉
6880,宗教聯盟,47,0.5056,臺東縣,卑南鄉
6881,民主進步黨,2491,26.7994,臺東縣,卑南鄉
6882,台灣民眾黨,555,5.9710,臺東縣,卑南鄉
6883,台灣維新,8,0.0861,臺東縣,卑南鄉
6884,台澎黨,12,0.1291,臺東縣,卑南鄉
6885,國會政黨聯盟,19,0.2044,臺東縣,卑南鄉
6886,台灣團結聯盟,46,0.4949,臺東縣,卑南鄉
6889,合一行動聯盟,9,0.2276,臺東縣,鹿野鄉
6890,中華統一促進黨,21,0.5311,臺東縣,鹿野鄉
6891,親民黨,99,2.5038,臺東縣,鹿野鄉
6892,安定力量,19,0.4805,臺東縣,鹿野鄉
6893,台灣基進,103,2.6050,臺東縣,鹿野鄉
6894,時代力量,172,4.3500,臺東縣,鹿野鄉
6895,新黨,24,0.6070,臺東縣,鹿野鄉
6896,喜樂島聯盟,17,0.4299,臺東縣,鹿野鄉
6897,中國國民黨,2016,50.9863,臺東縣,鹿野鄉
6898,一邊一國行動黨,23,0.5817,臺東縣,鹿野鄉
6899,勞動黨,5,0.1265,臺東縣,鹿野鄉
6900,綠黨,61,1.5427,臺東縣,鹿野鄉
6901,宗教聯盟,28,0.7081,臺東縣,鹿野鄉
6902,民主進步黨,1089,27.5417,臺東縣,鹿野鄉
6903,台灣民眾黨,223,5.6399,臺東縣,鹿野鄉
6904,台灣維新,9,0.2276,臺東縣,鹿野鄉
6905,台澎黨,9,0.2276,臺東縣,鹿野鄉
6906,國會政黨聯盟,8,0.2023,臺東縣,鹿野鄉
6907,台灣團結聯盟,19,0.4805,臺東縣,鹿野鄉
6910,合一行動聯盟,7,0.1777,臺東縣,池上鄉
6911,中華統一促進黨,8,0.2031,臺東縣,池上鄉
6912,親民黨,122,3.0972,臺東縣,池上鄉
6913,安定力量,22,0.5585,臺東縣,池上鄉
6914,台灣基進,78,1.9802,臺東縣,池上鄉
6915,時代力量,159,4.0366,臺東縣,池上鄉
6916,新黨,22,0.5585,臺東縣,池上鄉
6917,喜樂島聯盟,10,0.2539,臺東縣,池上鄉
